shipment_id,route_id,vehicle_id,planned_departure,actual_departure,planned_arrival,actual_arrival,fuel_used_litres,delay_minutes
3345,R007,V028,2023-06-19 15:00:00,2023-06-19 15:05:00,2023-06-19 20:15:00,2023-06-19 20:35:00,56.08036207591623,20
3346,R047,V024,2023-06-19 04:00:00,2023-06-19 03:55:00,2023-06-19 10:41:00,2023-06-19 10:41:00,54.87155425200879,0
3347,R014,V008,2023-06-19 15:00:00,2023-06-19 15:20:00,2023-06-19 20:20:00,2023-06-19 21:15:00,31.304157597457305,55
3348,R029,V005,2023-06-19 10:00:00,2023-06-19 10:28:00,2023-06-19 11:20:00,2023-06-19 11:44:00,50.49268741157061,24
3349,R049,V043,2023-06-19 20:00:00,2023-06-19 19:57:00,2023-06-20 02:17:00,2023-06-20 02:17:00,74.64119510846756,0
3350,R043,V001,2023-06-19 03:00:00,2023-06-19 02:53:00,2023-06-19 06:22:00,2023-06-19 07:10:00,25.255294209407175,48
3351,R033,V044,2023-06-19 20:00:00,2023-06-19 20:14:00,2023-06-20 04:02:00,2023-06-20 04:02:00,8.40411873735463,0
3352,R013,V005,2023-06-19 05:00:00,2023-06-19 05:24:00,2023-06-19 09:17:00,2023-06-19 09:30:00,68.08680811788103,13
3353,R011,V020,2023-06-19 00:00:00,2023-06-19 00:00:00,2023-06-19 08:11:00,2023-06-19 08:11:00,91.15076232074702,0
3354,R043,V003,2023-06-19 10:00:00,2023-06-19 10:13:00,2023-06-19 13:22:00,2023-06-19 13:45:00,25.856317516485877,23
3355,R005,V016,2023-06-19 02:00:00,2023-06-19 02:01:00,2023-06-19 06:41:00,2023-06-19 07:39:00,23.36815075695737,58
3356,R032,V034,2023-06-19 02:00:00,2023-06-19 02:19:00,2023-06-19 03:01:00,2023-06-19 03:16:00,89.56243910457565,15
3357,R036,V040,2023-06-20 08:00:00,2023-06-20 07:52:00,2023-06-20 15:28:00,2023-06-20 16:35:00,98.48180343784382,67
3358,R040,V046,2023-06-20 16:00:00,2023-06-20 16:25:00,2023-06-20 21:02:00,2023-06-20 21:15:00,14.591928230590451,13
3359,R047,V013,2023-06-20 07:00:00,2023-06-20 07:15:00,2023-06-20 13:41:00,2023-06-20 13:44:00,56.88369408248087,3
3360,R040,V029,2023-06-20 03:00:00,2023-06-20 03:18:00,2023-06-20 08:02:00,2023-06-20 08:02:00,14.280600919044026,0
3361,R025,V039,2023-06-20 15:00:00,2023-06-20 15:18:00,2023-06-20 21:03:00,2023-06-20 22:03:00,97.8178630929263,60
3362,R019,V031,2023-06-20 19:00:00,2023-06-20 18:53:00,2023-06-20 21:19:00,2023-06-20 21:44:00,53.27396230698788,25
3363,R017,V049,2023-06-20 23:00:00,2023-06-20 22:52:00,2023-06-21 07:51:00,2023-06-21 08:22:00,93.7212942604499,31
3364,R041,V009,2023-06-20 16:00:00,2023-06-20 15:51:00,2023-06-20 20:56:00,2023-06-20 20:57:00,28.950539709004826,1
3365,R014,V023,2023-06-20 03:00:00,2023-06-20 03:04:00,2023-06-20 08:20:00,2023-06-20 08:43:00,30.496394221255525,23
3366,R026,V035,2023-06-20 20:00:00,2023-06-20 20:21:00,2023-06-21 05:34:00,2023-06-21 05:47:00,94.6972755864649,13
3367,R040,V037,2023-06-20 15:00:00,2023-06-20 14:51:00,2023-06-20 20:02:00,2023-06-20 20:23:00,15.601238073461547,21
3368,R047,V038,2023-06-20 22:00:00,2023-06-20 21:57:00,2023-06-21 04:41:00,2023-06-21 04:41:00,55.241596363224545,0
3369,R005,V026,2023-06-20 08:00:00,2023-06-20 07:52:00,2023-06-20 12:41:00,2023-06-20 12:41:00,22.410523297657807,0
3370,R013,V003,2023-06-20 07:00:00,2023-06-20 07:11:00,2023-06-20 11:17:00,2023-06-20 11:49:00,71.12856572877652,32
3371,R006,V033,2023-06-20 06:00:00,2023-06-20 05:52:00,2023-06-20 09:46:00,2023-06-20 10:09:00,6.422691019114246,23
3372,R042,V032,2023-06-20 09:00:00,2023-06-20 09:14:00,2023-06-20 15:28:00,2023-06-20 15:33:00,96.24868153704095,5
3373,R028,V021,2023-06-20 21:00:00,2023-06-20 21:08:00,2023-06-21 04:27:00,2023-06-21 04:51:00,9.670272430964781,24
3374,R009,V028,2023-06-20 03:00:00,2023-06-20 03:05:00,2023-06-20 09:06:00,2023-06-20 09:06:00,70.20311623973859,0
3375,R050,V032,2023-06-20 21:00:00,2023-06-20 21:23:00,2023-06-20 23:02:00,2023-06-20 23:21:00,67.06328068409192,19
3376,R009,V042,2023-06-20 09:00:00,2023-06-20 09:03:00,2023-06-20 15:06:00,2023-06-20 15:06:00,68.39300655798672,0
3377,R004,V022,2023-06-20 04:00:00,2023-06-20 04:26:00,2023-06-20 10:33:00,2023-06-20 10:45:00,31.54370654209269,12
3378,R018,V047,2023-06-20 21:00:00,2023-06-20 20:52:00,2023-06-21 00:17:00,2023-06-21 01:21:00,11.557105203435572,64
3379,R028,V033,2023-06-21 01:00:00,2023-06-21 01:12:00,2023-06-21 08:27:00,2023-06-21 08:29:00,8.227381104015416,2
3380,R050,V031,2023-06-21 23:00:00,2023-06-21 22:55:00,2023-06-22 01:02:00,2023-06-22 01:08:00,71.01446248348607,6
3381,R040,V005,2023-06-21 14:00:00,2023-06-21 14:12:00,2023-06-21 19:02:00,2023-06-21 19:05:00,16.389276578399286,3
3382,R033,V042,2023-06-21 03:00:00,2023-06-21 03:29:00,2023-06-21 11:02:00,2023-06-21 11:02:00,7.424526192071854,0
3383,R044,V027,2023-06-21 07:00:00,2023-06-21 07:05:00,2023-06-21 12:24:00,2023-06-21 12:24:00,20.591702255331537,0
3384,R047,V028,2023-06-21 05:00:00,2023-06-21 05:18:00,2023-06-21 11:41:00,2023-06-21 12:37:00,55.09918824947676,56
3385,R009,V025,2023-06-21 22:00:00,2023-06-21 22:09:00,2023-06-22 04:06:00,2023-06-22 04:18:00,64.69638086520882,12
3386,R048,V050,2023-06-21 18:00:00,2023-06-21 17:51:00,2023-06-21 19:20:00,2023-06-21 19:38:00,84.84115219380215,18
3387,R033,V047,2023-06-21 16:00:00,2023-06-21 15:51:00,2023-06-22 00:02:00,2023-06-22 00:02:00,7.37946277174954,0
3388,R015,V016,2023-06-21 05:00:00,2023-06-21 04:54:00,2023-06-21 06:12:00,2023-06-21 06:20:00,38.48037126448073,8
3389,R043,V016,2023-06-21 20:00:00,2023-06-21 19:54:00,2023-06-21 23:22:00,2023-06-22 00:19:00,26.437671193988063,57
3390,R036,V040,2023-06-21 10:00:00,2023-06-21 10:28:00,2023-06-21 17:28:00,2023-06-21 17:28:00,85.07458032732039,0
3391,R042,V023,2023-06-21 01:00:00,2023-06-21 01:19:00,2023-06-21 07:28:00,2023-06-21 07:35:00,93.18903866930049,7
3392,R007,V048,2023-06-21 06:00:00,2023-06-21 06:25:00,2023-06-21 11:15:00,2023-06-21 12:04:00,49.61470897785993,49
3393,R004,V038,2023-06-21 14:00:00,2023-06-21 14:01:00,2023-06-21 20:33:00,2023-06-21 21:01:00,34.24468838231519,28
3394,R017,V032,2023-06-21 07:00:00,2023-06-21 07:19:00,2023-06-21 15:51:00,2023-06-21 16:30:00,93.48626404650241,39
3395,R041,V040,2023-06-21 19:00:00,2023-06-21 19:13:00,2023-06-21 23:56:00,2023-06-22 00:04:00,27.74028927774821,8
3396,R016,V048,2023-06-21 00:00:00,2023-06-21 00:06:00,2023-06-21 03:29:00,2023-06-21 03:49:00,38.79919269714669,20
3397,R032,V042,2023-06-21 06:00:00,2023-06-21 06:06:00,2023-06-21 07:01:00,2023-06-21 07:07:00,92.53351631904994,6
3398,R014,V047,2023-06-21 03:00:00,2023-06-21 03:17:00,2023-06-21 08:20:00,2023-06-21 09:09:00,27.370547284578716,49
3399,R004,V040,2023-06-21 01:00:00,2023-06-21 00:57:00,2023-06-21 07:33:00,2023-06-21 07:47:00,31.742789087988374,14
3400,R001,V044,2023-06-21 23:00:00,2023-06-21 22:53:00,2023-06-22 04:16:00,2023-06-22 04:59:00,78.17531042846805,43
3401,R046,V025,2023-06-21 13:00:00,2023-06-21 13:09:00,2023-06-21 22:39:00,2023-06-21 22:39:00,14.78254153527865,0
3402,R020,V004,2023-06-21 20:00:00,2023-06-21 20:18:00,2023-06-22 03:48:00,2023-06-22 03:48:00,32.18873629890764,0
3403,R050,V017,2023-06-22 05:00:00,2023-06-22 05:10:00,2023-06-22 07:02:00,2023-06-22 07:18:00,74.16480958439254,16
3404,R033,V018,2023-06-22 09:00:00,2023-06-22 09:26:00,2023-06-22 17:02:00,2023-06-22 17:23:00,7.204064896572432,21
3405,R040,V018,2023-06-22 11:00:00,2023-06-22 11:29:00,2023-06-22 16:02:00,2023-06-22 17:20:00,15.49225739373279,78
3406,R049,V021,2023-06-22 00:00:00,2023-06-22 00:05:00,2023-06-22 06:17:00,2023-06-22 06:27:00,67.57674386531556,10
3407,R024,V045,2023-06-22 21:00:00,2023-06-22 21:08:00,2023-06-23 01:22:00,2023-06-23 01:32:00,88.77912499520272,10
3408,R046,V028,2023-06-22 15:00:00,2023-06-22 15:11:00,2023-06-23 00:39:00,2023-06-23 00:39:00,15.732279485448462,0
3409,R001,V031,2023-06-22 05:00:00,2023-06-22 04:50:00,2023-06-22 10:16:00,2023-06-22 10:18:00,77.99963204376742,2
3410,R007,V044,2023-06-22 15:00:00,2023-06-22 15:17:00,2023-06-22 20:15:00,2023-06-22 21:01:00,49.78050955521808,46
3411,R044,V027,2023-06-22 02:00:00,2023-06-22 02:20:00,2023-06-22 07:24:00,2023-06-22 07:24:00,24.083964391878293,0
3412,R031,V005,2023-06-22 23:00:00,2023-06-22 23:26:00,2023-06-23 03:39:00,2023-06-23 03:39:00,33.11950453919075,0
3413,R002,V003,2023-06-22 08:00:00,2023-06-22 08:15:00,2023-06-22 11:39:00,2023-06-22 12:00:00,85.28625563985538,21
3414,R040,V038,2023-06-22 07:00:00,2023-06-22 07:17:00,2023-06-22 12:02:00,2023-06-22 13:09:00,13.95579878145797,67
3415,R016,V018,2023-06-22 09:00:00,2023-06-22 08:54:00,2023-06-22 12:29:00,2023-06-22 12:29:00,41.24636057887235,0
3416,R040,V019,2023-06-22 15:00:00,2023-06-22 15:24:00,2023-06-22 20:02:00,2023-06-22 20:24:00,15.147573672757614,22
3417,R021,V014,2023-06-22 02:00:00,2023-06-22 02:00:00,2023-06-22 07:35:00,2023-06-22 08:06:00,85.77687316158834,31
3418,R015,V021,2023-06-22 04:00:00,2023-06-22 04:11:00,2023-06-22 05:12:00,2023-06-22 06:15:00,42.0097375659858,63
3419,R041,V010,2023-06-22 11:00:00,2023-06-22 11:21:00,2023-06-22 15:56:00,2023-06-22 15:56:00,25.674096186110464,0
3420,R005,V014,2023-06-22 19:00:00,2023-06-22 19:01:00,2023-06-22 23:41:00,2023-06-22 23:41:00,22.132280122423168,0
3421,R028,V008,2023-06-22 11:00:00,2023-06-22 11:19:00,2023-06-22 18:27:00,2023-06-22 18:30:00,8.752054390609306,3
3422,R046,V036,2023-06-22 08:00:00,2023-06-22 08:02:00,2023-06-22 17:39:00,2023-06-22 17:45:00,16.862219175285635,6
3423,R011,V007,2023-06-22 17:00:00,2023-06-22 16:54:00,2023-06-23 01:11:00,2023-06-23 02:04:00,89.08581798794097,53
3424,R014,V041,2023-06-22 22:00:00,2023-06-22 22:05:00,2023-06-23 03:20:00,2023-06-23 03:53:00,27.916807349916578,33
3425,R034,V035,2023-06-23 22:00:00,2023-06-23 21:56:00,2023-06-23 23:16:00,2023-06-23 23:16:00,34.12574538105876,0
3426,R039,V011,2023-06-23 00:00:00,2023-06-23 00:06:00,2023-06-23 03:10:00,2023-06-23 03:12:00,66.57972017236897,2
3427,R022,V022,2023-06-23 18:00:00,2023-06-23 18:22:00,2023-06-23 22:29:00,2023-06-23 23:05:00,20.317702849497323,36
3428,R011,V019,2023-06-23 13:00:00,2023-06-23 13:05:00,2023-06-23 21:11:00,2023-06-23 21:29:00,88.5886592283269,18
3429,R020,V045,2023-06-23 19:00:00,2023-06-23 19:05:00,2023-06-24 02:48:00,2023-06-24 02:58:00,27.611346976823473,10
3430,R022,V005,2023-06-23 00:00:00,2023-06-23 00:25:00,2023-06-23 04:29:00,2023-06-23 05:03:00,20.38486030968346,34
3431,R038,V007,2023-06-23 21:00:00,2023-06-23 21:01:00,2023-06-24 00:19:00,2023-06-24 01:29:00,94.69310834996712,70
3432,R028,V013,2023-06-23 10:00:00,2023-06-23 10:23:00,2023-06-23 17:27:00,2023-06-23 17:40:00,8.633553630999003,13
3433,R017,V038,2023-06-23 10:00:00,2023-06-23 09:53:00,2023-06-23 18:51:00,2023-06-23 19:12:00,85.90956661911683,21
3434,R042,V018,2023-06-23 14:00:00,2023-06-23 14:15:00,2023-06-23 20:28:00,2023-06-23 20:42:00,95.88314796248099,14
3435,R015,V019,2023-06-23 06:00:00,2023-06-23 06:17:00,2023-06-23 07:12:00,2023-06-23 07:57:00,44.65522832789877,45
3436,R018,V033,2023-06-23 09:00:00,2023-06-23 09:08:00,2023-06-23 12:17:00,2023-06-23 12:44:00,10.122415144931773,27
3437,R004,V018,2023-06-23 12:00:00,2023-06-23 11:54:00,2023-06-23 18:33:00,2023-06-23 19:09:00,34.288539458969936,36
3438,R021,V037,2023-06-23 02:00:00,2023-06-23 02:03:00,2023-06-23 07:35:00,2023-06-23 08:24:00,96.36235024906621,49
3439,R035,V033,2023-06-23 17:00:00,2023-06-23 17:24:00,2023-06-23 21:09:00,2023-06-23 21:52:00,38.284882388522995,43
3440,R010,V012,2023-06-23 06:00:00,2023-06-23 06:26:00,2023-06-23 15:02:00,2023-06-23 15:02:00,11.987051381094194,0
3441,R019,V021,2023-06-23 13:00:00,2023-06-23 13:11:00,2023-06-23 15:19:00,2023-06-23 15:25:00,51.3324410863148,6
3442,R001,V011,2023-06-24 20:00:00,2023-06-24 20:28:00,2023-06-25 01:16:00,2023-06-25 01:16:00,71.54598450020418,0
3443,R034,V042,2023-06-24 07:00:00,2023-06-24 07:07:00,2023-06-24 08:16:00,2023-06-24 08:18:00,36.76861654065574,2
3444,R016,V034,2023-06-24 17:00:00,2023-06-24 17:05:00,2023-06-24 20:29:00,2023-06-24 20:29:00,36.8478612783322,0
3445,R043,V018,2023-06-24 08:00:00,2023-06-24 08:01:00,2023-06-24 11:22:00,2023-06-24 11:22:00,26.12880645370474,0
3446,R045,V039,2023-06-24 07:00:00,2023-06-24 07:13:00,2023-06-24 13:11:00,2023-06-24 13:11:00,83.9712696580668,0
3447,R045,V023,2023-06-24 04:00:00,2023-06-24 04:06:00,2023-06-24 10:11:00,2023-06-24 10:11:00,87.22780871473822,0
3448,R044,V042,2023-06-24 09:00:00,2023-06-24 08:55:00,2023-06-24 14:24:00,2023-06-24 14:59:00,20.69922917067342,35
3449,R048,V043,2023-06-24 13:00:00,2023-06-24 13:06:00,2023-06-24 14:20:00,2023-06-24 14:30:00,92.67197210014547,10
3450,R016,V050,2023-06-24 03:00:00,2023-06-24 03:18:00,2023-06-24 06:29:00,2023-06-24 06:29:00,43.41511434079604,0
3451,R049,V048,2023-06-24 22:00:00,2023-06-24 22:04:00,2023-06-25 04:17:00,2023-06-25 04:17:00,74.83602218121034,0
3452,R047,V010,2023-06-24 20:00:00,2023-06-24 20:26:00,2023-06-25 02:41:00,2023-06-25 02:41:00,55.399028613585976,0
3453,R016,V002,2023-06-24 22:00:00,2023-06-24 21:53:00,2023-06-25 01:29:00,2023-06-25 01:29:00,41.86462747816955,0
3454,R018,V022,2023-06-24 03:00:00,2023-06-24 02:52:00,2023-06-24 06:17:00,2023-06-24 06:46:00,11.036653401248858,29
3455,R036,V004,2023-06-25 10:00:00,2023-06-25 10:19:00,2023-06-25 17:28:00,2023-06-25 17:52:00,91.53499204958953,24
3456,R026,V039,2023-06-25 09:00:00,2023-06-25 08:56:00,2023-06-25 18:34:00,2023-06-25 18:48:00,93.54905082963423,14
3457,R013,V029,2023-06-25 19:00:00,2023-06-25 19:07:00,2023-06-25 23:17:00,2023-06-25 23:17:00,76.06523655186844,0
3458,R023,V038,2023-06-25 19:00:00,2023-06-25 19:02:00,2023-06-26 02:42:00,2023-06-26 02:42:00,13.653239589611164,0
3459,R019,V006,2023-06-25 22:00:00,2023-06-25 22:27:00,2023-06-26 00:19:00,2023-06-26 00:40:00,50.866426084394256,21
3460,R023,V004,2023-06-25 07:00:00,2023-06-25 07:26:00,2023-06-25 14:42:00,2023-06-25 15:06:00,14.593576380637527,24
3461,R037,V009,2023-06-25 16:00:00,2023-06-25 16:25:00,2023-06-25 23:22:00,2023-06-25 23:27:00,85.35275065215721,5
3462,R036,V029,2023-06-25 16:00:00,2023-06-25 16:24:00,2023-06-25 23:28:00,2023-06-25 23:50:00,92.30004136447164,22
3463,R035,V021,2023-06-25 07:00:00,2023-06-25 07:25:00,2023-06-25 11:09:00,2023-06-25 11:19:00,38.901832117664554,10
3464,R042,V006,2023-06-25 05:00:00,2023-06-25 05:09:00,2023-06-25 11:28:00,2023-06-25 11:28:00,89.13213628889618,0
3465,R018,V020,2023-06-25 19:00:00,2023-06-25 19:24:00,2023-06-25 22:17:00,2023-06-25 22:41:00,11.819569091511786,24
3466,R012,V025,2023-06-25 20:00:00,2023-06-25 19:51:00,2023-06-26 05:38:00,2023-06-26 05:41:00,10.989912187237971,3
3467,R011,V002,2023-06-25 03:00:00,2023-06-25 03:01:00,2023-06-25 11:11:00,2023-06-25 11:33:00,102.3919949711926,22
3468,R021,V015,2023-06-25 03:00:00,2023-06-25 03:08:00,2023-06-25 08:35:00,2023-06-25 09:40:00,95.08584240988047,65
3469,R033,V013,2023-06-25 13:00:00,2023-06-25 13:03:00,2023-06-25 21:02:00,2023-06-25 21:38:00,7.305292793097419,36
3470,R035,V038,2023-06-25 22:00:00,2023-06-25 22:23:00,2023-06-26 02:09:00,2023-06-26 02:36:00,39.578942121278736,27
3471,R032,V023,2023-06-25 01:00:00,2023-06-25 01:01:00,2023-06-25 02:01:00,2023-06-25 02:28:00,89.84325746444614,27
3472,R021,V011,2023-06-25 20:00:00,2023-06-25 20:29:00,2023-06-26 01:35:00,2023-06-26 02:00:00,91.69652701931192,25
3473,R021,V009,2023-06-25 08:00:00,2023-06-25 07:55:00,2023-06-25 13:35:00,2023-06-25 14:47:00,92.30332170639329,72
3474,R025,V017,2023-06-25 12:00:00,2023-06-25 12:18:00,2023-06-25 18:03:00,2023-06-25 18:03:00,86.22419075965222,0
3475,R048,V026,2023-06-25 07:00:00,2023-06-25 07:05:00,2023-06-25 08:20:00,2023-06-25 08:20:00,90.53653441966432,0
3476,R032,V012,2023-06-25 12:00:00,2023-06-25 12:05:00,2023-06-25 13:01:00,2023-06-25 13:01:00,85.35573971553873,0
3477,R015,V036,2023-06-25 11:00:00,2023-06-25 10:57:00,2023-06-25 12:12:00,2023-06-25 12:15:00,37.90840346559824,3
3478,R016,V038,2023-06-25 05:00:00,2023-06-25 05:03:00,2023-06-25 08:29:00,2023-06-25 09:12:00,37.46828785118686,43
3479,R045,V012,2023-06-25 17:00:00,2023-06-25 17:14:00,2023-06-25 23:11:00,2023-06-25 23:26:00,91.98685081946581,15
3480,R027,V008,2023-06-25 19:00:00,2023-06-25 19:01:00,2023-06-26 03:53:00,2023-06-26 04:02:00,23.334876025734832,9
3481,R039,V023,2023-06-25 19:00:00,2023-06-25 18:50:00,2023-06-25 22:10:00,2023-06-25 22:31:00,69.24661040745977,21
3482,R037,V002,2023-06-25 06:00:00,2023-06-25 06:24:00,2023-06-25 13:22:00,2023-06-25 13:22:00,100.61948684458069,0
3483,R028,V049,2023-06-25 00:00:00,2023-06-25 00:03:00,2023-06-25 07:27:00,2023-06-25 07:27:00,8.982525610563714,0
3484,R003,V014,2023-06-25 01:00:00,2023-06-25 00:55:00,2023-06-25 07:03:00,2023-06-25 07:03:00,32.03441057818148,0
3485,R037,V018,2023-06-25 04:00:00,2023-06-25 04:08:00,2023-06-25 11:22:00,2023-06-25 11:57:00,88.68531935480603,35
3486,R046,V012,2023-06-25 14:00:00,2023-06-25 14:19:00,2023-06-25 23:39:00,2023-06-25 23:42:00,16.401585844180588,3
3487,R029,V018,2023-06-26 14:00:00,2023-06-26 14:15:00,2023-06-26 15:20:00,2023-06-26 16:10:00,43.98232915460184,50
3488,R042,V008,2023-06-26 16:00:00,2023-06-26 16:02:00,2023-06-26 22:28:00,2023-06-26 22:40:00,88.32778027055848,12
3489,R003,V008,2023-06-26 05:00:00,2023-06-26 05:17:00,2023-06-26 11:03:00,2023-06-26 11:27:00,32.7470390402468,24
3490,R029,V038,2023-06-26 12:00:00,2023-06-26 12:29:00,2023-06-26 13:20:00,2023-06-26 13:20:00,51.21108277564814,0
3491,R023,V048,2023-06-26 13:00:00,2023-06-26 12:51:00,2023-06-26 20:42:00,2023-06-26 21:42:00,12.58964774482707,60
3492,R031,V012,2023-06-26 14:00:00,2023-06-26 14:29:00,2023-06-26 18:39:00,2023-06-26 18:39:00,32.89257403189896,0
3493,R004,V005,2023-06-26 14:00:00,2023-06-26 14:24:00,2023-06-26 20:33:00,2023-06-26 20:37:00,34.803002941695794,4
3494,R048,V024,2023-06-26 08:00:00,2023-06-26 07:58:00,2023-06-26 09:20:00,2023-06-26 09:22:00,80.87658492031531,2
3495,R010,V041,2023-06-26 02:00:00,2023-06-26 02:06:00,2023-06-26 11:02:00,2023-06-26 11:02:00,12.103210423636982,0
3496,R007,V046,2023-06-26 16:00:00,2023-06-26 15:52:00,2023-06-26 21:15:00,2023-06-26 21:15:00,56.46041946141582,0
3497,R049,V014,2023-06-26 21:00:00,2023-06-26 21:20:00,2023-06-27 03:17:00,2023-06-27 03:27:00,63.093978796198456,10
3498,R004,V048,2023-06-26 16:00:00,2023-06-26 16:27:00,2023-06-26 22:33:00,2023-06-26 22:33:00,29.57073330021753,0
3499,R012,V012,2023-06-26 06:00:00,2023-06-26 06:22:00,2023-06-26 15:38:00,2023-06-26 16:10:00,11.347173441704731,32
3500,R043,V023,2023-06-26 12:00:00,2023-06-26 11:57:00,2023-06-26 15:22:00,2023-06-26 15:22:00,24.030554549261787,0
3501,R048,V014,2023-06-27 01:00:00,2023-06-27 01:06:00,2023-06-27 02:20:00,2023-06-27 02:26:00,77.49238314798883,6
3502,R047,V033,2023-06-27 02:00:00,2023-06-27 02:05:00,2023-06-27 08:41:00,2023-06-27 08:41:00,57.49323787707872,0
3503,R045,V004,2023-06-27 02:00:00,2023-06-27 02:05:00,2023-06-27 08:11:00,2023-06-27 09:04:00,86.36356577009751,53
3504,R005,V008,2023-06-27 23:00:00,2023-06-27 23:18:00,2023-06-28 03:41:00,2023-06-28 03:41:00,23.23302313111985,0
3505,R015,V007,2023-06-27 19:00:00,2023-06-27 19:11:00,2023-06-27 20:12:00,2023-06-27 20:12:00,37.77680990753148,0
3506,R016,V009,2023-06-27 20:00:00,2023-06-27 20:26:00,2023-06-27 23:29:00,2023-06-28 00:27:00,38.079290452202656,58
3507,R012,V001,2023-06-27 13:00:00,2023-06-27 13:01:00,2023-06-27 22:38:00,2023-06-27 23:27:00,9.708065956838329,49
3508,R007,V002,2023-06-27 12:00:00,2023-06-27 12:04:00,2023-06-27 17:15:00,2023-06-27 17:41:00,49.52191118739153,26
3509,R016,V013,2023-06-27 13:00:00,2023-06-27 13:05:00,2023-06-27 16:29:00,2023-06-27 16:29:00,43.16219217238137,0
3510,R004,V040,2023-06-27 02:00:00,2023-06-27 02:18:00,2023-06-27 08:33:00,2023-06-27 10:03:00,31.401439890779933,90
3511,R012,V028,2023-06-27 06:00:00,2023-06-27 06:08:00,2023-06-27 15:38:00,2023-06-27 15:38:00,9.520528120218904,0
3512,R044,V024,2023-06-27 05:00:00,2023-06-27 05:20:00,2023-06-27 10:24:00,2023-06-27 10:24:00,20.731194925658876,0
3513,R042,V035,2023-06-27 17:00:00,2023-06-27 17:17:00,2023-06-27 23:28:00,2023-06-27 23:40:00,101.10169737954871,12
3514,R046,V028,2023-06-27 17:00:00,2023-06-27 17:29:00,2023-06-28 02:39:00,2023-06-28 02:39:00,16.304791785341624,0
3515,R027,V019,2023-06-27 22:00:00,2023-06-27 21:52:00,2023-06-28 06:53:00,2023-06-28 06:53:00,20.678802575360876,0
3516,R023,V005,2023-06-27 00:00:00,2023-06-27 00:08:00,2023-06-27 07:42:00,2023-06-27 07:49:00,13.849944832331236,7
3517,R006,V039,2023-06-27 16:00:00,2023-06-27 16:26:00,2023-06-27 19:46:00,2023-06-27 19:46:00,7.289272202296994,0
3518,R045,V016,2023-06-27 09:00:00,2023-06-27 09:18:00,2023-06-27 15:11:00,2023-06-27 15:48:00,80.24429065177992,37
3519,R042,V012,2023-06-27 14:00:00,2023-06-27 13:59:00,2023-06-27 20:28:00,2023-06-27 20:31:00,105.11728654783761,3
3520,R025,V031,2023-06-28 20:00:00,2023-06-28 20:11:00,2023-06-29 02:03:00,2023-06-29 02:03:00,88.18896888000532,0
3521,R037,V034,2023-06-28 22:00:00,2023-06-28 21:53:00,2023-06-29 05:22:00,2023-06-29 05:54:00,87.87595361434337,32
3522,R014,V004,2023-06-28 05:00:00,2023-06-28 05:19:00,2023-06-28 10:20:00,2023-06-28 10:50:00,31.038893641885597,30
3523,R032,V009,2023-06-28 10:00:00,2023-06-28 10:12:00,2023-06-28 11:01:00,2023-06-28 11:12:00,86.61187902052559,11
3524,R009,V050,2023-06-28 10:00:00,2023-06-28 10:21:00,2023-06-28 16:06:00,2023-06-28 16:06:00,67.66782206590455,0
3525,R028,V007,2023-06-28 16:00:00,2023-06-28 16:27:00,2023-06-28 23:27:00,2023-06-29 00:21:00,8.763543520697185,54
3526,R033,V031,2023-06-28 11:00:00,2023-06-28 11:02:00,2023-06-28 19:02:00,2023-06-28 19:54:00,7.9788985211649495,52
3527,R001,V049,2023-06-28 16:00:00,2023-06-28 16:01:00,2023-06-28 21:16:00,2023-06-28 22:20:00,71.84526635301292,64
3528,R009,V022,2023-06-28 13:00:00,2023-06-28 13:01:00,2023-06-28 19:06:00,2023-06-28 19:13:00,71.96596116784528,7
3529,R021,V018,2023-06-28 03:00:00,2023-06-28 03:05:00,2023-06-28 08:35:00,2023-06-28 08:45:00,83.76480342574412,10
3530,R011,V045,2023-06-28 20:00:00,2023-06-28 20:05:00,2023-06-29 04:11:00,2023-06-29 04:11:00,94.66071455068004,0
3531,R015,V009,2023-06-28 14:00:00,2023-06-28 13:52:00,2023-06-28 15:12:00,2023-06-28 16:25:00,36.91385098865553,73
3532,R025,V034,2023-06-28 16:00:00,2023-06-28 16:28:00,2023-06-28 22:03:00,2023-06-28 22:33:00,91.59849096990033,30
3533,R040,V049,2023-06-28 02:00:00,2023-06-28 02:06:00,2023-06-28 07:02:00,2023-06-28 07:02:00,14.798352225578363,0
3534,R004,V034,2023-06-28 15:00:00,2023-06-28 15:06:00,2023-06-28 21:33:00,2023-06-28 22:00:00,35.06131728362822,27
3535,R021,V043,2023-06-28 10:00:00,2023-06-28 09:57:00,2023-06-28 15:35:00,2023-06-28 16:20:00,98.66947498772552,45
3536,R027,V004,2023-06-28 12:00:00,2023-06-28 11:59:00,2023-06-28 20:53:00,2023-06-28 20:53:00,23.10228825933186,0
3537,R042,V036,2023-06-28 13:00:00,2023-06-28 12:57:00,2023-06-28 19:28:00,2023-06-28 19:55:00,100.16863687791604,27
3538,R015,V031,2023-06-29 07:00:00,2023-06-29 07:05:00,2023-06-29 08:12:00,2023-06-29 08:37:00,43.33128202729672,25
3539,R038,V018,2023-06-29 11:00:00,2023-06-29 11:04:00,2023-06-29 14:19:00,2023-06-29 15:20:00,91.74074960797931,61
3540,R040,V015,2023-06-29 22:00:00,2023-06-29 21:53:00,2023-06-30 03:02:00,2023-06-30 03:24:00,15.724648862709932,22
